,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
2318,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-192m2-aluguel-RS7000-id-2518278934/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",192,3,5,4.0,"Varanda, Varanda gourmet, Escritório",7000,1090.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2319,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-venda-RS490000-id-2523153543/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Varanda",2900,320.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2325,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2500-id-2521058851/,"Rua Doutor Jorge de Oliveira Coutinho - Jardim Aquarius, São José dos Campos - SP",74,2,3,2.0,0,2500,500.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2327,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2300-id-2523681681/,"Rua Emílio Marelo - Jardim das Indústrias, São José dos Campos - SP",75,2,1,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Sauna",2300,400.0,2021-06-20 09:46:00,Jardim das Indústrias,Oeste
2337,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2500-id-2523318595/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",70,2,2,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira",2500,285.0,2021-06-20 09:46:00,Jardim das Colinas,Oeste
2342,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS2970-id-2518878416/,"Jardim Aquarius, São José dos Campos - SP",50,2,1,2.0,"Piscina, Churrasqueira",2970,373.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2353,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-157m2-venda-RS1275000-id-2512521392/,"Avenida Tenente Névio Baracho - Jardim Aquarius, São José dos Campos - SP",157,4,4,3.0,"Piscina, Área de serviço, Churrasqueira, Sauna, Ar-condicionado",4500,700.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2356,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-81m2-aluguel-RS2600-id-2507672181/,"Rua Doutor Tertuliano Delphim Júnior - Jardim Aquarius, São José dos Campos - SP",81,2,2,1.0,0,2600,460.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2357,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-78m2-venda-RS725000-id-2512952588/,"Rua Jesus Garcia - Jardim Aquarius, São José dos Campos - SP",78,2,2,2.0,Varanda,3000,400.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2359,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-venda-RS1650000-id-2512620703/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",160,3,5,2.0,"Varanda, Varanda gourmet",5500,1000.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2360,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-55m2-aluguel-RS1740-id-2507873413/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",55,1,1,0.0,0,1740,400.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2361,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-58m2-aluguel-RS2100-id-2513918928/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",58,1,1,0.0,0,2100,400.0,2021-06-20 09:46:00,Jardim das Colinas,Oeste
2369,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-65m2-aluguel-RS1800-id-2520959093/,"Rua José Pulga - Jardim Aquarius, São José dos Campos - SP",65,2,2,1.0,0,1800,415.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2373,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-venda-RS477000-id-2514909370/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,Varanda,2700,310.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2385,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-37m2-aluguel-RS2000-id-2496356517/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",37,1,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Ar-condicionado",2000,300.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2392,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-98m2-venda-RS520000-id-2506461674/,"Rua das Pescadas - Jardim Aquarius, São José dos Campos - SP",98,2,2,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",2500,840.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2405,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS1450-id-2513709982/,"Rua Doutor Orlando Feirabend Filho - Jardim Aquarius, São José dos Campos - SP",60,1,1,1.0,"Área de serviço, Cozinha, Interfone",1450,0.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2411,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-214m2-venda-RS1700000-id-2505337378/,"Rua Doutor Jorge de Oliveira Coutinho - Jardim Aquarius, São José dos Campos - SP",214,4,5,3.0,"Mobiliado, Varanda, Varanda gourmet",6400,1400.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2412,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-38m2-aluguel-RS1600-id-2489191680/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",38,1,1,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Sauna",1600,400.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2416,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-aluguel-RS5900-id-2520668069/,"Avenida do Tubarão - Parque Residencial Aquarius, São José dos Campos - SP",160,3,4,3.0,"Piscina, Salão de festas, Playground, Quadra poliesportiva, Condomínio fechado",5900,1000.0,2021-06-20 09:47:00,Parque Residencial Aquarius,Oeste
2417,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-50m2-aluguel-RS900-id-2514400420/,"Rua Doutor Orlando Feirabend Filho - Jardim Aquarius, São José dos Campos - SP",50,1,1,0.0,0,900,450.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2425,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-122m2-aluguel-RS4450-id-2514580329/,"Jardim das Indústrias, São José dos Campos - SP",122,3,3,2.0,"Mobiliado, Piscina, Varanda, Espaço gourmet, Varanda gourmet",4450,600.0,2021-06-20 09:47:00,Jardim das Indústrias,Oeste
2429,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-37m2-aluguel-RS2350-id-2496356413/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",37,1,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Ar-condicionado",2350,300.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2432,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-81m2-aluguel-RS2400-id-2516174639/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",81,2,2,1.0,"Piscina, Churrasqueira, Varanda, Sauna, Interfone",2400,490.0,2021-06-20 09:47:00,Jardim das Colinas,Oeste
2444,https://www.vivareal.com.br/imovel/apartamento-1-quartos-altos-do-esplanada-bairros-sao-jose-dos-campos-com-garagem-35m2-aluguel-RS1730-id-2519058186/,"Altos do Esplanada, São José dos Campos - SP",35,1,1,1.0,"Elevador, Piscina, Varanda, TV a cabo, Cozinha",1730,363.0,2021-06-20 09:47:00,Altos do Esplanada,Oeste
2447,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-aluguel-RS6800-id-2504062519/,"Jardim Aquarius, São José dos Campos - SP",160,3,1,2.0,"Piscina, Churrasqueira, Salão de festas, Playground, Varanda",6800,800.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2450,https://www.vivareal.com.br/imovel/apartamento-2-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-78m2-aluguel-RS3000-id-2523572020/,"Rua Jesus Garcia - Condomínio Royal Park, São José dos Campos - SP",78,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",3000,320.0,2021-06-20 09:47:00,Condomínio Royal Park,Oeste
2457,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS3500-id-2515726875/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",85,2,2,2.0,0,3500,900.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2461,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-410m2-venda-RS4800000-id-2508077078/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",410,4,5,6.0,0,25000,2450.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2462,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1750-id-2508484678/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,0,1750,262.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2470,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS1700-id-2510353177/,"Jardim Aquarius, São José dos Campos - SP",45,1,1,1.0,0,1700,388.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2479,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-45m2-aluguel-RS2600-id-2499799711/,"Jardim Aquarius, São José dos Campos - SP",45,1,1,1.0,"Mobiliado, Elevador, Piscina, Sauna, Ar-condicionado",2600,0.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2510,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-196m2-venda-RS1700000-id-2517410039/,"Parque Residencial Aquarius, São José dos Campos - SP",196,4,5,4.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Salão de festas",7000,0.0,2021-06-20 09:47:00,Parque Residencial Aquarius,Oeste
2515,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-120m2-aluguel-RS4000-id-2516279975/,"Parque Residencial Aquarius, São José dos Campos - SP",120,4,2,3.0,0,4000,550.0,2021-06-20 09:47:00,Parque Residencial Aquarius,Oeste
2519,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2800-id-2516175716/,"Rua Doutor Tertuliano Delphim Júnior - Jardim Aquarius, São José dos Campos - SP",80,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Cozinha",2800,420.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2534,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-100m2-venda-RS550000-id-2522888078/,"Rua das Pescadas - Parque Residencial Aquarius, São José dos Campos - SP",100,1,2,2.0,0,2000,820.0,2021-06-20 09:47:00,Parque Residencial Aquarius,Oeste
2540,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-75m2-aluguel-RS2150-id-2518503909/,"Parque Residencial Aquarius, São José dos Campos - SP",75,3,1,0.0,Cozinha,2150,510.0,2021-06-20 09:47:00,Parque Residencial Aquarius,Oeste
2541,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-84m2-venda-RS480000-id-2497623307/,"Rua Doutor Orlando Feirabend Filho - Jardim Aquarius, São José dos Campos - SP",84,1,2,1.0,0,1800,470.0,2021-06-20 09:47:00,Jardim Aquarius,Oeste
2544,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-80m2-venda-RS308000-id-2483585003/,"Jardim das Indústrias, São José dos Campos - SP",80,2,3,2.0,Elevador,1800,520.0,2021-06-20 09:47:00,Jardim das Indústrias,Oeste
2548,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2900-id-2519056955/,"Jardim das Indústrias, São José dos Campos - SP",75,2,2,2.0,"Elevador, Área de serviço, Lavanderia, Depósito, Cozinha",2900,400.0,2021-06-20 09:48:00,Jardim das Indústrias,Oeste
2549,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-122m2-venda-RS850000-id-2515770890/,"Jardim das Indústrias, São José dos Campos - SP",122,3,3,0.0,"Área de serviço, Cozinha",4100,600.0,2021-06-20 09:48:00,Jardim das Indústrias,Oeste
2552,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS3000-id-2520479904/,"Jardim das Indústrias, São José dos Campos - SP",100,3,3,2.0,"Piscina, Churrasqueira, Salão de festas, Playground, Academia",3000,600.0,2021-06-20 09:48:00,Jardim das Indústrias,Oeste
2556,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-83m2-aluguel-RS2800-id-2515982092/,"Rua Doutor Tertuliano Delphim Júnior - Parque Residencial Aquarius, São José dos Campos - SP",83,2,2,2.0,0,2800,420.0,2021-06-20 09:48:00,Parque Residencial Aquarius,Oeste
2562,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-venda-RS490000-id-2518543189/,"Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Piscina, Sauna",3800,310.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2565,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-96m2-aluguel-RS2300-id-2516863137/,"Jardim Aquarius, São José dos Campos - SP",96,3,1,0.0,Cozinha,2300,660.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2573,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-192m2-aluguel-RS8000-id-2503973297/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",192,4,4,4.0,0,8000,1100.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2578,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-195m2-aluguel-RS8100-id-2499800708/,"Parque Residencial Aquarius, São José dos Campos - SP",195,3,4,4.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",8100,1000.0,2021-06-20 09:48:00,Parque Residencial Aquarius,Oeste
2579,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-90m2-venda-RS430000-id-2499315119/,"Jardim das Indústrias, São José dos Campos - SP",90,3,2,1.0,"Piscina, Churrasqueira, Salão de festas, Playground, Sauna",1900,600.0,2021-06-20 09:48:00,Jardim das Indústrias,Oeste
2580,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS1000-id-2518757376/,"Jardim das Indústrias, São José dos Campos - SP",58,2,1,1.0,0,1000,240.0,2021-06-20 09:48:00,Jardim das Indústrias,Oeste
2584,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-venda-RS480000-id-2499458206/,"Parque Residencial Aquarius, São José dos Campos - SP",75,3,2,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Playground",2200,510.0,2021-06-20 09:48:00,Parque Residencial Aquarius,Oeste
2588,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-41m2-aluguel-RS2500-id-2513407602/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",41,1,1,1.0,Varanda,2500,260.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2590,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS1500-id-2518017129/,"Urbanova, São José dos Campos - SP",70,2,2,2.0,0,1500,404.0,2021-06-20 09:48:00,Urbanova,Oeste
2591,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-133m2-venda-RS595000-id-2512137216/,"Jardim Aquarius, São José dos Campos - SP",133,4,2,2.0,"Elevador, Piscina, Área de serviço, Varanda, Escritório",2800,670.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2592,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-aluguel-RS5900-id-2518758276/,"Parque Residencial Aquarius, São José dos Campos - SP",160,3,4,3.0,0,5900,1000.0,2021-06-20 09:48:00,Parque Residencial Aquarius,Oeste
2595,https://www.vivareal.com.br/imovel/apartamento-2-quartos-loteamento-urbanova-ii-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS2500-id-2517492005/,"Loteamento Urbanova II, São José dos Campos - SP",62,2,2,1.0,0,2500,390.0,2021-06-20 09:48:00,Loteamento Urbanova II,Oeste
2596,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-67m2-aluguel-RS2350-id-2523140297/,"Jardim Aquarius, São José dos Campos - SP",67,3,1,1.0,0,2350,400.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2598,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2550-id-2523388727/,"Jardim das Colinas, São José dos Campos - SP",70,2,2,1.0,0,2550,285.0,2021-06-20 09:48:00,Jardim das Colinas,Oeste
2601,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-60m2-aluguel-RS2000-id-2507858287/,"Jardim das Colinas, São José dos Campos - SP",60,1,1,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Sauna",2000,430.0,2021-06-20 09:48:00,Jardim das Colinas,Oeste
2606,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-259m2-aluguel-RS7500-id-2521650840/,"Jardim das Colinas, São José dos Campos - SP",259,4,6,3.0,"Piscina, Churrasqueira, Salão de festas, Playground, Varanda",7500,1300.0,2021-06-20 09:48:00,Jardim das Colinas,Oeste
2609,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-43m2-aluguel-RS2000-id-2523549067/,"Jardim Aquarius, São José dos Campos - SP",43,1,1,1.0,"Mobiliado, Garagem",2000,407.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
2612,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-115m2-aluguel-RS5550-id-2518815956/,"Parque Residencial Aquarius, São José dos Campos - SP",115,3,3,2.0,"Mobiliado, Piscina, Churrasqueira, Salão de festas, Academia",5550,700.0,2021-06-20 09:48:00,Parque Residencial Aquarius,Oeste
2613,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-199m2-venda-RS1600000-id-2499798531/,"Jardim Aquarius, São José dos Campos - SP",199,3,5,3.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",6600,1400.0,2021-06-20 09:48:00,Jardim Aquarius,Oeste
