,link,address,area,bedrooms,bathrooms,garages,others,price,condo,date,neighborhood,zona
1938,https://www.vivareal.com.br/imovel/apartamento-2-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-81m2-aluguel-RS2500-id-2428508676/,"Rua Jesus Garcia - Condomínio Royal Park, São José dos Campos - SP",81,2,2,1.0,"Piscina, Churrasqueira, Varanda, Academia, Sistema de alarme",2500,320.0,2021-06-20 09:43:00,Condomínio Royal Park,Oeste
1941,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-78m2-venda-RS500000-id-2505018656/,"Rua do Aruana, 76 - Jardim Aquarius, São José dos Campos - SP",78,1,2,1.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",2550,400.0,2021-06-20 09:43:00,Jardim Aquarius,Oeste
1944,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-192m2-aluguel-RS8000-id-2483307921/,"Avenida do Tubarão, 331 - Jardim Aquarius, São José dos Campos - SP",192,4,2,4.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",8000,1100.0,2021-06-20 09:43:00,Jardim Aquarius,Oeste
1945,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-115m2-aluguel-RS3450-id-2488741454/,"Jardim Aquarius, São José dos Campos - SP",115,3,4,2.0,0,3450,540.0,2021-06-20 09:43:00,Jardim Aquarius,Oeste
1949,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS4300-id-2493314569/,"Rua do Aruana, 76 - Jardim Aquarius, São José dos Campos - SP",85,2,1,2.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Sauna",4300,900.0,2021-06-20 09:43:00,Jardim Aquarius,Oeste
1955,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-409m2-venda-RS4500000-id-2523139097/,"Parque Residencial Aquarius, São José dos Campos - SP",409,4,6,6.0,Piscina,17000,2012.0,2021-06-20 09:43:00,Parque Residencial Aquarius,Oeste
1956,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-venda-RS1738000-id-2523020347/,"Parque Residencial Aquarius, São José dos Campos - SP",160,3,4,2.0,Piscina,6500,950.0,2021-06-20 09:43:00,Parque Residencial Aquarius,Oeste
1957,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-187m2-venda-RS1780000-id-2523023102/,"Parque Residencial Aquarius, São José dos Campos - SP",187,3,6,4.0,Piscina,9000,1237.0,2021-06-20 09:43:00,Parque Residencial Aquarius,Oeste
1958,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-190m2-aluguel-RS5300-id-2515192909/,"Jardim das Colinas, São José dos Campos - SP",190,3,6,2.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",5300,890.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
1963,https://www.vivareal.com.br/imovel/apartamento-4-quartos-altos-do-esplanada-bairros-sao-jose-dos-campos-com-garagem-216m2-aluguel-RS4000-id-2523023017/,"Altos do Esplanada, São José dos Campos - SP",216,4,5,3.0,Piscina,4000,1400.0,2021-06-20 09:44:00,Altos do Esplanada,Oeste
1964,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-245m2-venda-RS1800000-id-2523138801/,"Jardim das Colinas, São José dos Campos - SP",245,4,5,3.0,Piscina,9000,1200.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
1967,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2200-id-2523940090/,"Jardim das Indústrias, São José dos Campos - SP",75,2,2,2.0,Piscina,2200,457.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
1970,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-165m2-aluguel-RS3100-id-2524084996/,"Jardim Aquarius, São José dos Campos - SP",165,3,3,3.0,0,3100,650.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
1971,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-61m2-aluguel-RS1400-id-2523583885/,"Jardim Aquarius, São José dos Campos - SP",61,2,1,1.0,"Elevador, Piscina, Salão de festas, Varanda, Salão de jogos",1400,490.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
1972,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-278m2-venda-RS3200000-id-2523023099/,"Jardim das Colinas, São José dos Campos - SP",278,3,1,3.0,Piscina,12000,1140.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
1973,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-77m2-aluguel-RS2500-id-2524085392/,"Jardim das Indústrias, São José dos Campos - SP",77,2,2,1.0,0,2500,372.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
1976,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-278m2-aluguel-RS7000-id-2523023014/,"Jardim das Colinas, São José dos Campos - SP",278,4,5,4.0,0,7000,1258.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
1981,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-210m2-aluguel-RS6000-id-2523020166/,"Parque Residencial Aquarius, São José dos Campos - SP",210,4,1,3.0,Piscina,6000,1300.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
1989,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-46m2-aluguel-RS2000-id-2521023947/,"Rua do Aruana, 76 - Parque Residencial Aquarius, São José dos Campos - SP",46,1,1,1.0,Mobiliado,2000,0.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
1991,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-48m2-venda-RS255000-id-2521997753/,"Rua Emílio Marelo - Jardim das Indústrias, São José dos Campos - SP",48,2,1,1.0,0,1100,240.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
1994,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-aluguel-RS2700-id-2512948048/,"Parque Residencial Aquarius, São José dos Campos - SP",75,2,2,2.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Playground",2700,600.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
1996,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-62m2-aluguel-RS1600-id-2520877793/,"Rua Doutor Orlando Feirabend Filho - Jardim Aquarius, São José dos Campos - SP",62,1,2,1.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",1600,440.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
1997,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2300-id-2521898291/,"Rua Doutor Jorge de Oliveira Coutinho - Parque Residencial Aquarius, São José dos Campos - SP",74,2,3,2.0,"Piscina, Área de serviço, Churrasqueira, Varanda, Sauna",2300,470.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
2001,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-alvorada-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2500-id-2520548236/,"Jardim Alvorada, São José dos Campos - SP",80,2,2,1.0,0,2500,372.0,2021-06-20 09:44:00,Jardim Alvorada,Oeste
2007,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-115m2-aluguel-RS3500-id-2520878288/,"Rua Jurema Vieira Medrado - Jardim Aquarius, São José dos Campos - SP",115,4,2,0.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",3500,680.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2011,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-183m2-aluguel-RS8000-id-2515004147/,"Parque Residencial Aquarius, São José dos Campos - SP",183,4,2,4.0,"Elevador, Piscina, Churrasqueira, Playground, Varanda",8000,1100.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
2012,https://www.vivareal.com.br/imovel/apartamento-2-quartos-altos-do-esplanada-bairros-sao-jose-dos-campos-com-garagem-50m2-venda-RS660000-id-2524085388/,"Altos do Esplanada, São José dos Campos - SP",50,2,2,2.0,0,3300,380.0,2021-06-20 09:44:00,Altos do Esplanada,Oeste
2013,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS800-id-2523576788/,"Jardim das Indústrias, São José dos Campos - SP",58,2,1,1.0,"Área de serviço, Lavanderia, Cozinha, Interfone",800,240.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
2016,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS1950-id-2519057723/,"Jardim Aquarius, São José dos Campos - SP",90,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",1950,570.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2017,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2700-id-2523326894/,"Jardim das Colinas, São José dos Campos - SP",70,2,2,1.0,"Mobiliado, Cozinha",2700,285.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
2018,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-96m2-aluguel-RS3200-id-2519056914/,"Jardim Aquarius, São José dos Campos - SP",96,3,4,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",3200,750.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2019,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-210m2-aluguel-RS5000-id-2523126693/,"Rua do Aruana - Parque Residencial Aquarius, São José dos Campos - SP",210,4,3,3.0,"Churrasqueira, Salão de festas, Academia, Condomínio fechado, Portão eletrônico",5000,1100.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
2020,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-venda-RS477000-id-2523039785/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Interfone",2850,320.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2041,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-70m2-aluguel-RS2700-id-2523948008/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",70,2,2,1.0,Mobiliado,2700,285.0,2021-06-20 09:44:00,Jardim das Colinas,Oeste
2043,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-v-bairros-sao-jose-dos-campos-com-garagem-54m2-aluguel-RS1350-id-2523560457/,"Urbanova V, São José dos Campos - SP",54,2,2,2.0,Piscina,1350,378.0,2021-06-20 09:44:00,Urbanova V,Oeste
2055,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-142m2-aluguel-RS4000-id-2522219415/,"Rua Corifeu de Azevedo Marques, 3202 - Jardim das Indústrias, São José dos Campos - SP",142,3,4,3.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Academia",4000,830.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
2062,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-v-bairros-sao-jose-dos-campos-com-garagem-56m2-aluguel-RS1400-id-2512450499/,"Urbanova V, São José dos Campos - SP",56,2,1,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Condomínio fechado",1400,340.0,2021-06-20 09:44:00,Urbanova V,Oeste
2070,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-56m2-aluguel-RS2000-id-2523021710/,"Parque Residencial Aquarius, São José dos Campos - SP",56,1,1,0.0,0,2000,522.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
2081,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-50m2-aluguel-RS2400-id-2520798274/,"Rua do Aruana, 120 - Jardim Aquarius, São José dos Campos - SP",50,2,1,2.0,"Elevador, Churrasqueira, Varanda, Sauna, Ar-condicionado",2400,360.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2085,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-76m2-aluguel-RS2405-id-2521485676/,"Jardim Aquarius, São José dos Campos - SP",76,2,2,1.0,"Elevador, Piscina, Churrasqueira, Varanda, Cozinha",2405,372.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2087,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-160m2-aluguel-RS6500-id-2493598446/,"Jardim Aquarius, São José dos Campos - SP",160,3,1,2.0,"Piscina, Churrasqueira, Salão de festas, Playground, Varanda",6500,800.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2092,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-114m2-aluguel-RS3350-id-2522811882/,"Parque Residencial Aquarius, São José dos Campos - SP",114,3,3,2.0,"Piscina, Churrasqueira, Salão de festas, Playground, Condomínio fechado",3350,776.0,2021-06-20 09:44:00,Parque Residencial Aquarius,Oeste
2097,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS1700-id-2520797587/,"Rua do Aruana, 120 - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Elevador, Piscina, Churrasqueira, Varanda, Ar-condicionado",1700,300.0,2021-06-20 09:44:00,Jardim Aquarius,Oeste
2098,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS900-id-2516131569/,"Jardim das Indústrias, São José dos Campos - SP",58,2,1,1.0,"Condomínio fechado, Cozinha, Garagem",900,240.0,2021-06-20 09:44:00,Jardim das Indústrias,Oeste
2102,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS2600-id-2524081968/,"Jardim das Indústrias, São José dos Campos - SP",85,3,2,1.0,0,2600,440.0,2021-06-20 09:45:00,Jardim das Indústrias,Oeste
2106,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-58m2-aluguel-RS880-id-2522073765/,"Jardim das Indústrias, São José dos Campos - SP",58,2,1,1.0,Cozinha,880,240.0,2021-06-20 09:45:00,Jardim das Indústrias,Oeste
2113,https://www.vivareal.com.br/imovel/apartamento-4-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-192m2-aluguel-RS8000-id-2520464582/,"Avenida do Tubarão - Parque Residencial Aquarius, São José dos Campos - SP",192,4,3,2.0,"Piscina, Área de serviço, Churrasqueira, Salão de festas, Playground",8000,0.0,2021-06-20 09:45:00,Parque Residencial Aquarius,Oeste
2118,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-80m2-aluguel-RS2900-id-2523572018/,"Rua Doutor Tertuliano Delphim Júnior - Jardim Aquarius, São José dos Campos - SP",80,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",2900,430.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2130,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-410m2-aluguel-RS17000-id-2519055986/,"Jardim Aquarius, São José dos Campos - SP",410,4,6,6.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",17000,1900.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2138,https://www.vivareal.com.br/imovel/apartamento-3-quartos-condominio-royal-park-bairros-sao-jose-dos-campos-com-garagem-90m2-aluguel-RS3270-id-2519058127/,"Condomínio Royal Park, São José dos Campos - SP",90,3,3,2.0,"Piscina, Churrasqueira, Varanda, Quadra poliesportiva, Condomínio fechado",3270,0.0,2021-06-20 09:45:00,Condomínio Royal Park,Oeste
2144,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS2000-id-2523953376/,"Avenida Ironman Victor Garrido - Urbanova, São José dos Campos - SP",63,2,2,1.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Varanda",2000,398.0,2021-06-20 09:45:00,Urbanova,Oeste
2145,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2480-id-2520959100/,"Rua Doutor Jorge de Oliveira Coutinho - Jardim Aquarius, São José dos Campos - SP",74,2,3,2.0,0,2480,500.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2151,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-75m2-venda-RS490000-id-2520130379/,"Rua Célio José dos Santos - Jardim Aquarius, São José dos Campos - SP",75,2,2,2.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Varanda",2100,480.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2156,https://www.vivareal.com.br/imovel/apartamento-3-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-91m2-aluguel-RS2500-id-2520704838/,"Urbanova, São José dos Campos - SP",91,3,2,2.0,Cozinha,2500,0.0,2021-06-20 09:45:00,Urbanova,Oeste
2161,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-115m2-aluguel-RS5100-id-2523487278/,"Rua das Piabas - Jardim Aquarius, São José dos Campos - SP",115,3,3,2.0,0,5100,700.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2164,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-70m2-aluguel-RS2500-id-2524026084/,"Jardim das Colinas, São José dos Campos - SP",70,2,1,0.0,0,2500,285.0,2021-06-20 09:45:00,Jardim das Colinas,Oeste
2167,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-v-bairros-sao-jose-dos-campos-com-garagem-52m2-aluguel-RS1420-id-2523138298/,"Urbanova V, São José dos Campos - SP",52,2,1,1.0,Piscina,1420,370.0,2021-06-20 09:45:00,Urbanova V,Oeste
2169,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-100m2-aluguel-RS4350-id-2515078791/,"Rua Emílio Marelo - Jardim das Indústrias, São José dos Campos - SP",100,3,3,2.0,"Mobiliado, Varanda",4350,700.0,2021-06-20 09:45:00,Jardim das Indústrias,Oeste
2178,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-233m2-aluguel-RS10000-id-2496112367/,"Jardim das Colinas, São José dos Campos - SP",233,4,3,3.0,0,10000,1300.0,2021-06-20 09:45:00,Jardim das Colinas,Oeste
2184,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-96m2-aluguel-RS3270-id-2507008703/,"Rua dos Piquiroes - Jardim Aquarius, São José dos Campos - SP",96,3,3,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",3270,750.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2187,https://www.vivareal.com.br/imovel/apartamento-1-quartos-altos-do-esplanada-bairros-sao-jose-dos-campos-40m2-venda-RS470000-id-2523576567/,"Altos do Esplanada, São José dos Campos - SP",40,1,1,0.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Ar-condicionado",2850,320.0,2021-06-20 09:45:00,Altos do Esplanada,Oeste
2221,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-259m2-venda-RS2205000-id-2516150981/,"Avenida São João, 2401 - Jardim das Colinas, São José dos Campos - SP",259,4,5,3.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Jardim",7500,1300.0,2021-06-20 09:45:00,Jardim das Colinas,Oeste
2227,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-82m2-aluguel-RS3400-id-2522843673/,"Avenida Doutor Eduardo Cury - Jardim das Colinas, São José dos Campos - SP",82,2,2,1.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Playground",3400,489.0,2021-06-20 09:45:00,Jardim das Colinas,Oeste
2231,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2900-id-2523572019/,"Rua Doutor Jorge de Oliveira Coutinho - Jardim Aquarius, São José dos Campos - SP",74,2,2,2.0,"Elevador, Área de serviço, Churrasqueira, Varanda gourmet, Cozinha",2900,420.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2234,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS3600-id-2522234524/,"Rua do Aruana, 190 - Parque Residencial Aquarius, São José dos Campos - SP",40,1,1,1.0,"Condomínio fechado, Portão eletrônico, Portaria 24h",3600,320.0,2021-06-20 09:45:00,Parque Residencial Aquarius,Oeste
2238,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-industrias-bairros-sao-jose-dos-campos-com-garagem-58m2-venda-RS185000-id-2512350390/,"Rua Presidente Epitâcio - Jardim das Indústrias, São José dos Campos - SP",58,2,1,1.0,"Área de serviço, Cozinha, Interfone",850,240.0,2021-06-20 09:45:00,Jardim das Indústrias,Oeste
2241,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-116m2-aluguel-RS2500-id-2519525311/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",116,3,2,2.0,0,2500,550.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2242,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-74m2-aluguel-RS2400-id-2516661280/,"Rua Doutor Jorge de Oliveira Coutinho - Jardim Aquarius, São José dos Campos - SP",74,2,3,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda gourmet",2400,500.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2243,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-71m2-venda-RS520000-id-2509651479/,"Avenida Salmão - Jardim Aquarius, São José dos Campos - SP",71,2,2,2.0,"Elevador, Piscina, Área de serviço, Churrasqueira, Varanda",2500,565.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2244,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-83m2-aluguel-RS3200-id-2520876047/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",83,2,2,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",3200,850.0,2021-06-20 09:45:00,Jardim Aquarius,Oeste
2248,https://www.vivareal.com.br/imovel/apartamento-1-quartos-parque-residencial-aquarius-bairros-sao-jose-dos-campos-com-garagem-32m2-aluguel-RS2300-id-2522900351/,"Parque Residencial Aquarius, São José dos Campos - SP",32,1,1,1.0,Piscina,2300,350.0,2021-06-20 09:45:00,Parque Residencial Aquarius,Oeste
2253,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-115m2-aluguel-RS5650-id-2518732215/,"Jardim Aquarius, São José dos Campos - SP",115,3,3,0.0,"Mobiliado, Piscina, Varanda, Espaço gourmet, Varanda gourmet",5650,700.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2260,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-aluguel-RS2490-id-2521997757/,"Rua Heitor Vieira Júnior - Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Mobiliado, Varanda gourmet",2490,323.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2261,https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-das-colinas-bairros-sao-jose-dos-campos-com-garagem-259m2-aluguel-RS7500-id-2523914491/,"Avenida São João, 2400 - Jardim das Colinas, São José dos Campos - SP",259,4,6,3.0,"Elevador, Piscina, Churrasqueira, Salão de festas, Academia",7500,1300.0,2021-06-20 09:46:00,Jardim das Colinas,Oeste
2286,https://www.vivareal.com.br/imovel/apartamento-2-quartos-urbanova-bairros-sao-jose-dos-campos-com-garagem-63m2-aluguel-RS2500-id-2523487378/,"Avenida Ironman Victor Garrido - Urbanova, São José dos Campos - SP",63,2,2,1.0,0,2500,390.0,2021-06-20 09:46:00,Urbanova,Oeste
2308,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS4400-id-2514194898/,"Rua do Aruana - Jardim Aquarius, São José dos Campos - SP",85,2,2,2.0,"Mobiliado, Elevador, Piscina, Área de serviço, Churrasqueira",4400,0.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2309,https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-40m2-venda-RS485000-id-2516588386/,"Jardim Aquarius, São José dos Campos - SP",40,1,1,1.0,"Piscina, Área de serviço, Churrasqueira",2850,277.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
2310,https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-aquarius-bairros-sao-jose-dos-campos-com-garagem-85m2-aluguel-RS2500-id-2522377777/,"Avenida do Tubarão - Jardim Aquarius, São José dos Campos - SP",85,2,2,2.0,"Mobiliado, Elevador, Piscina, Churrasqueira, Varanda",2500,500.0,2021-06-20 09:46:00,Jardim Aquarius,Oeste
